Article_ID,Author_ID
6,-82490803310028141
6,-2426318698810539381
6,4637951602720353561
6,-233882728528254177
6,-7680777523139569655
6,-2831601647914135345
7,333908762035022987
7,1713814596644816174
8,5108140781385235623
8,1475357769014602137
8,5423957571004046412
8,386729771586936701
8,-2827257952140999610
9,-6806787790878253026
9,-359314692587303632
9,199900752066811695
9,4491662025440542734
9,-7490876087870743412
9,-2827257952140999610
10,-5401375702705874069
10,-358593682894487591
10,-7946163392491607551
10,4922295801310877917
10,6831152041170812990
10,-2827257952140999610
11,169981606351121034
11,-6215296036878861283
11,7494721467486020597
11,4555739330585312740
11,-6597449917589135600
11,-1095974833506423704
12,7559823845884636028
12,5205573613490052185
12,3858772587234803319
12,-5567545671034022908
12,-784352356379710609
12,931697297421647115
13,-9136497571629626806
13,4709292237588445666
13,7965790496552688225
13,4869592800553106590
13,-3428267430939486332
13,3631085879562801072
14,8042223336732021140
14,1412400440218163840
14,-5407010762935209559
14,5279112990356924491
14,1566716510316726574
14,6102206319617388213
15,-3699346587234904430
15,6618525437823332036
15,529512164083680699
15,3684864980473542777
15,2811758648547243557
16,-1161384724730180911
16,4055285475318136353
16,1152925678832633554
16,8564391022088067821
17,-7352463568412051827
17,-1692422236409276616
17,-2562335145264411907
17,3108587824298171031
17,2660893753187392130
17,-8161222803767074251
17,-4370759726676408176
17,-8083288905128729376
18,-1815895727161654364
18,-4211999416436140138
18,9005132633163469555
18,-8568454823072175630
18,-8083288905128729376
19,7632402733335387170
19,4787155291368525033
19,1950927008020133474
19,7055874850167385014
19,6102206319617388213
20,-8266755571210682449
20,-5300316017651973574
20,-5300316017651973574
20,-6131827952292979220
20,-8083288905128729376
21,7559823845884636028
21,-2759359491239929343
21,9194832667837177503
21,-8009203746503803906
21,-4050337078175769103
21,2687701095458405270
21,-1089413114446352506
22,7400006657538215958
22,5861628642278310106
22,241151602710240030
22,6077855057683389955
23,-2680913212321629078
23,-364510854665797911
23,6168348394506709821
23,7739870372606986067
24,8263096878522682522
24,7369597557843822336
24,-7113713184779847153
24,6544431198903987228
24,-7724640600001019723
24,8136002624210377529
24,1684825346503971397
24,5468588734095733912
24,-644352102368266165
24,1371201365508356762
24,-3976772936199751328
24,1713814596644816174
25,2665411062097575595
25,-2986964303937428851
25,-375740319682592082
25,-1939133979438886549
25,9190553240702798791
25,7128051932805737334
25,-5773719015347637259
25,8136076117154488536
25,-8925789050101737235
25,8874169204584553971
25,5875665766464964806
25,7739870372606986067
26,3550364341319607452
26,2887523775979684598
26,4029947094499797460
26,3902794481495450724
26,-8214221122036590579
26,8091358276247739848
26,543136586838407391
26,7254635369723669029
26,-8182098368300162395
26,4094264815587795749
26,7810960320581620910
26,3858772587234803319
26,5473040215374497215
26,-3607669971597646111
26,931697297421647115
27,3926128188819010683
27,5501095912716636812
27,7392722979422830393
27,4293267876958492276
27,-5340134298883243121
27,5667808620563445220
27,-3784330256976623329
27,4354504875605924291
27,8117939032827701845
27,8032542406876456400
28,8995486828615463007
28,-7657332758463094662
28,-4510539072828572483
28,6869982910187672148
28,709435697824437379
28,-7497189526222016516
28,9178826409334800283
28,-3183419275414223974
28,-1598939142896372628
28,-3527436380384144280
28,-2888635582257559180
28,-2650350891866285134
28,2052590144843096563
28,-7881645435504695829
29,7519722514182648442
29,-4475551100748028125
29,4093426628522973839
29,4173241108909163944
29,6369940377606573931
29,2022395063650238810
29,7579776689802612771
30,2945092068904601530
30,1464740836294432021
30,3697771323428024384
30,-1540113353610722837
30,4607275156230138109
30,-711693948010287040
30,319578140340980185
31,5866629095300177552
31,1643784350336495535
31,8549378729137859691
31,1150216681445951284
31,-688938503967763775
31,-8083288905128729376
32,-5685596135332461852
32,6289387435233204060
32,3211216919829768603
32,2143887431126582267
32,5735074556239579820
32,6077855057683389955
33,7878280861640313768
33,2857351499291896234
33,3461186567031473627
33,6398997972607063586
33,-1446477930867730931
33,-4038321373431904026
33,3421261055365457769
33,-4048765894753758673
33,-8654847564376015667
33,-491699835897824495
33,-6265635792398267663
33,-4453018910590736375
34,-6354144507759149745
34,2852932108240248966
34,8397568027627269794
34,7039979390710739586
34,2230873243664043791
34,-2435385600707820670
34,-4368375379683700015
34,8531382576929350876
34,-7281980597653402001
34,4958380475410094462
34,-1744249726594460671
34,-8026578003915953525
34,8051252595027319613
34,7067671741337905822
34,6608262031661484155
34,5824138538066230907
34,4314330847558404214
34,1825913940464849864
34,111730183993110198
34,7583469606296787048
34,1324248903852335964
34,1825909925923926036
34,7878276697246243701
34,4734908854703146436
34,3042182504919377637
34,-8958699711536447038
34,4594151998704261241
34,-1136092558782932342
34,-944249895964799524
34,6163558215272756488
34,8405154508516611913
34,2025743266071570127
34,-6244248856957146814
34,-6117013926323541290
34,3770495604962304161
34,3199136634661709085
34,-4818451374265587866
34,-2211143055560381821
34,4717862076202821425
34,-6400636571948830273
34,-3291692031385180289
34,8612947893296100678
34,-5441779324371900674
34,5141367757238077707
34,3943423343441166603
34,-4737816465474261447
34,35208013542607053
34,9109282265040181670
35,-462197124275711581
35,4400106432230093652
35,2288214532366599481
35,5133138361848770201
35,-6984198345863720628
35,-8181572508441362696
35,-7090455305189322753
35,-7826085733283522547
35,8887462948288162930
35,-7467879754710470400
35,-428016543577045089
35,7433432877348598287
35,3810703672033943397
35,2547326213696158377
36,5231782067287312197
36,5625538438963830774
36,-3766150845617678020
36,6904171737732754377
36,6142914423196399418
36,4167889023026191672
36,6263873169917296756
36,406579842659559061
36,-1861247532303449312
36,-1095974833506423704
37,-2061402553743406273
37,7122542578896897120
37,-6088993851708135389
37,-7315446178215788061
37,6861069716813043862
37,8768802018989982515
38,-6454539856844792644
38,1847349579101137380
38,1113087976730396523
38,702976882889805138
38,-3866723956099513796
38,-2331006657795473345
38,-3232581572901050717
38,4151108069736202284
38,-2836250938682399955
38,-4610896815986369730
38,5832990024680498995
39,4627259403415820944
39,5243907798913374347
39,-4581250956034819169
39,-8095436444156097478
39,1406672161772279593
39,5752716254090985690
39,-1534501991557133423
39,-1870074393077618778
39,6343269530235167752
39,113285328781824694
39,-1642476932118425756
39,-1551790841504306212
39,-1755547181667328227
39,-1095974833506423704
40,-3255313121936280456
40,-2206841063554885113
40,3347454351085456039
40,-7841670939880021486
40,-4224363038468725449
40,6168955189182359852
40,-7901780277795725068
41,-6705195894482657516
41,5746711461981514507
41,1203885421983843665
41,-8577941980522923804
41,7710229463475841340
41,-4946741709985654233
41,3349669635354982362
41,6102727599122041041
41,931697297421647115
42,-2061402553743406273
42,8663072457226264664
42,8666771082643671466
42,-21482032161059201
42,-8403096670975159356
42,3029218964052653281
42,7248989933907295367
42,2384348407763641254
42,-2047993141309553837
42,-1549756776049971737
42,8440134532870193729
42,7792432325873135517
42,4518826109633951474
42,-3101991703009684614
42,203474351506804614
42,-7921083878143386131
42,-6880057456913496003
42,5997748313005021602
42,-6539504383934856544
42,-2563695061558013758
42,-4328100884235606504
42,3033140157025476221
42,-1368822523934649167
43,7734314056656816233
43,-8179249033516383661
43,139872244261688309
43,-2803271735215086508
43,8403758966816902036
43,-2523407096196848710
43,6880446229755934363
43,-2613881571581997703
43,2669621804264147305
43,-3414969710854392714
43,-4599433360709422089
43,-7884985897826608027
43,6207963437718491997
43,-5646581083799459411
43,5161940290747273004
43,-9025011524791545554
43,9183196325139395048
43,-7637770023193612841
43,-1452512848196186606
43,-967801193230446050
43,-5007254716758040424
43,-8267873835428522289
43,7362055830273183855
43,7981167417287224917
43,8071048644229340427
43,-3874735760567370358
43,6021661283208535021
43,-3809954211151828806
43,5224085737634612657
43,-5071504989341561326
43,6071285888613304772
43,-8265872010458790960
43,627786143260503555
43,6081155924315532708
43,6568241308812659990
43,780359825440685711
43,1211594545726165815
43,-6229396594965090002
43,-3517523811089767293
43,-3224759038476160924
43,-6593674480323411124
43,-1493306085530240391
43,1673663689521499682
43,6461758961469772835
43,-1240548507351249612
43,-5461171670533031249
43,-7884287283455985547
43,7893173166733771527
43,3969164214696398112
43,2178550442660004597
43,6920303179097582566
43,-7284616167227981304
43,-648444804711857226
43,-1170507513295043460
43,5673267487833394706
43,9012310136512376070
43,-3890391685905824934
43,7439876907075815350
43,3400404943457713651
43,-7978878890610998139
43,764173689587836303
43,-6626630516361243797
43,-5418260554021708672
43,-2555191834336878072
43,-7466626543154751688
43,-8447845862766764634
43,3512887492115923169
43,106396997488478470
43,-422772959883641324
43,-2519175012161605700
43,-3396275793365348504
43,5373907561482125421
43,-4675363711497613160
43,-5573444240575528943
43,-1405282798777961140
43,380476338622197797
43,7225795344631131397
43,8787612967728626279
43,3263872714339080370
43,6418043380631624792
43,-2417063165529448064
43,-8395467657317235426
43,-3508385004181459390
43,-375984849454152304
43,-7417315896417693694
43,-7316637426886927198
43,-76163458576894625
43,4262910256429053068
43,-7617971364910623292
43,8852148744655481489
43,2663687060177827668
43,3004554775279739949
43,-2579475762638650268
43,658418978534567702
43,3648922186230434420
43,-8350586498963685219
43,4378251508825898731
43,-6269811185722075081
43,-1421346684541272643
43,-8096830042655693983
43,6530524165408879787
43,-1499151845277936809
43,-552476688073117492
43,-8568321638060382002
43,1270288943337030420
43,5629987440143085575
43,-3124753559727910994
43,4011931094012110872
43,7564026718287911127
43,-2005002010211302270
43,1797747786561994561
43,-9216154535573162774
43,8339925402407007561
43,-2558217720006825477
43,-4389942471319779210
43,2805594381929536248
43,2101583852635213732
43,6638557608040427554
43,3640505097352826080
43,7137215110184604858
43,-2312893047766434154
43,-4499727067758232177
43,2344339460342198139
43,-6766480010582147436
43,-932371491820917020
43,-6212734572864686659
43,8244015763909828954
43,6131543281916892830
43,2898485320696375857
43,4348839095841697569
43,4905537102966309140
43,-3072718589940864628
43,1443125341860324547
43,1777816179706848658
43,1980038274171955410
43,-5051274520178880570
43,1550366795640537489
43,1172013677824765576
43,-6428381371923394493
43,-5566914980862333844
43,1027191998163660736
43,1999445148156234438
43,7474672196421311192
43,-5857345405238581444
43,-3621576787362450881
43,1475971720230355712
43,2375481718713979014
43,-9151461508962643717
43,-3983616413453414814
43,-9004078217620067780
43,-2242055105022756866
43,-455543996938325206
43,8638348700026905364
43,2856600254102110821
43,5770135297635821296
43,-8786761218647681828
43,4424165348455743397
43,-7218907100621704434
43,3955581386643073445
43,-5363415247551042448
43,718700837869700073
43,-510771802102260061
43,-2829945408925708677
43,5624223182441076028
43,5986964737186794534
43,-1994956098681375734
43,687254232282688242
43,-4510511865786835869
43,-6126569171481290810
43,1351545447109721778
43,2906069950050734911
43,9100539724161359260
43,-1433826578483406013
43,4102544741016049836
43,-7511813651133499200
43,7521883905700828951
43,7888060145958704498
43,-2698046436729449471
43,6827979018264803253
43,-8582256313818168310
43,6141004805162361368
43,3090907793833529761
43,-558420599701854909
43,-2708485496314806992
43,8946706367286441172
43,-7967392452096138053
43,-5169656674235097216
43,7328398607053179494
43,4337010454506005585
43,-8527354961268634481
43,-5397200133812570634
43,2998990095378951246
43,5474646159019386724
43,6913046171584575338
43,3630419918803020899
43,-7223248983222477576
43,4859320879627077029
43,-4768771755556997510
43,7280712303953819394
43,-733229685664734494
43,-5250584327139001114
43,-2563810808980981556
43,8156836937181138385
43,-8059722123873548743
43,-7531797846333239587
43,4315071118782987919
43,-6459660784591859742
43,-2669027831092722658
43,3770459749477367584
43,6183375145696898951
43,-1387135697981540932
43,-8059722225085785183
43,6431022842997323860
43,5734361606022253634
43,3650610199054751933
43,6954598898954008005
43,1292344393271692724
43,-7735324535595428421
43,-6637851213088619744
43,-6210659945125937586
43,-3943494032437668863
43,-1098314679578136875
43,6598778116320757441
43,-7196642392427926612
43,2537109849612368245
43,-4088779291766668687
43,1164833644861188657
43,-3789043220728376328
43,645884775699214836
43,-7426268443306415877
43,-6698193094805569683
43,-4216965637580938930
43,-5742286381636042923
43,1713483184658711674
43,-4928395410262580208
43,6663625836081971449
43,-8649638841333665177
43,-7430605422770871439
43,-267510716375810941
43,4089643143192077503
43,-8908352488202231848
43,-2343525598096324564
43,-7463444978009731151
43,2323648744944465368
43,-8578174610168531335
43,9063502235954266448
43,367683279303314232
43,8607273744169231162
43,3029151033858165410
43,3707254378166798093
43,-2271985443107185435
43,2809889829256650741
43,1339796216985709185
43,4607275156230138109
43,-5134154343037389454
43,8104610026662259123
43,-3885141661569556175
43,2034178678166933297
43,7709926460005843148
43,5761256949525515006
43,-4763879899527562
43,203937464220894629
43,1954762179637763373
43,3702959498187529166
43,1073603377574446717
43,5534630212896988358
43,5614121512197082869
43,2764227994527948514
43,-5504826096018479534
43,-7844421868379963453
43,8347459391570239312
43,-6535042157669408098
43,3676661057733871744
43,7347294127358203173
43,1843287745645240057
43,6242200139510328639
43,-3857806988796709794
43,-5851515775110649828
43,-2105929982567446867
43,-8699122281009910823
43,627098767330965461
43,-8126232683347501874
43,8024027783852709503
43,-4792816721250063072
43,7649572873309205978
43,-7035862369768600671
43,-832132986687056807
43,5708419972079106930
43,2607614607398037368
43,-8531354203586865111
43,-1362651517917778683
43,6473578318909632934
43,6792160932665095450
43,-3819955602701050192
43,-4717910811337975821
43,-3307254457221267808
43,-2949676391856324131
43,6162650021601513887
43,1311474579038607131
43,-8795428057368613850
43,-349793324497345147
43,1251317730460314012
43,-6761979519529546773
43,-8447986540926171696
43,9208732533568556636
43,-5941028050205461549
43,1575926488438437822
43,-7652808647186917871
43,935372927816358634
43,7072360421624459039
43,-5250295799540127680
43,8386232852824544674
43,-1113877665363565174
43,-7529364277363003387
43,-2329664429320145100
43,5545095841814543289
43,-466926321159292057
43,3333578636857054776
43,-4703306940649709057
43,-381160604895684906
43,-2352739277104871536
43,8248237872120866526
43,-177262249264024641
43,6520559117409703210
43,-5801400009431397486
43,1323186501066724768
43,-4208558611353033912
43,-3503362472682554409
43,7878439560686952329
43,-3689617280751752893
43,-5915198189030959578
43,-6965787564364700557
43,7021610092204560453
43,5764157089307978667
43,-3029098693179430402
43,-2794714607057963112
43,5726146307621157406
43,-488939887303310836
44,3555846550924596152
44,-8590523934402104393
44,-1658089447755797488
44,219137229672105931
45,-8427955614156718501
45,1280380528070489286
45,6935631618473269618
45,7487588561624021605
45,-3055132872336704097
45,-1436933530984490693
46,7216773325385597349
46,-7841670939880021486
46,-2203961245967640003
46,-8769412315093662730
46,8255084203226307918
46,5353400365300610668
46,-5655220693112989756
46,1223799487394256484
46,-2017669497962582631
46,6391679971028818116
46,3602716220792599428
46,-5874839590365311172
46,5005394030774084129
46,-5517704560758378339
46,3161473899599074048
46,-9216465251086993053
47,-8001505319494485170
47,4544016468596028567
47,-7796304839736782496
47,-2422700457139425950
47,1530619523247008555
47,2675679049606123108
47,2043416844395679214
47,7114931603261578768
47,276015659563312302
47,-6890418433707028718
47,2276915934439020121
47,-6150438331232355048
47,-2198211348112545395
47,-3964509644399920902
47,-478475277420564303
47,9154516940506263367
47,-4718256023642555956
47,4432849025531348212
47,5695782121993017419
47,-8953299941494132491
47,9163399183705984990
47,-3768510303962750973
47,8916808322374041637
47,-182074955495865902
47,-6832262792294244829
47,-8500410570061950669
47,7870828561963142401
47,-3048784290480559889
47,-701000503637656986
47,844670526182472844
47,2082672343503709155
47,-2438911473753163241
47,-9147737873152896924
47,3237867546902985247
47,2995677614248122314
47,-2698568250601290355
47,1337135566382838032
47,-7434762755878055058
47,-187365619994721471
47,-155340128777203387
47,8319646293473522960
47,-5405739442230320695
47,-5784790842836413340
47,5509492668999596662
47,-7470553396207888904
47,4835570047120168921
47,-8509308963705493061
47,7481999206408124289
47,-8774874784612900982
47,-6110671259675089267
47,5665262605198394695
47,-592153409587091475
47,6421788127355236285
47,1774244587749343684
47,6804805130237478631
47,1755697319048451023
47,-926007041822825696
47,3666435218535359174
47,-3252526155206194742
47,-3961750571696216302
47,5874513854092882393
47,8404234235574532054
47,563971437428384303
47,-6088691391308001890
47,-5520490720805823526
47,-9123897333406099011
47,-6303133685227488901
47,-2398560996667012629
47,-520519728844299724
47,-1442160748679855235
47,-557566086183560872
47,5532307898938273613
47,4225044996691403549
47,1677765163998361650
48,-6354144507759149745
48,2852932108240248966
48,8397568027627269794
48,7039979390710739586
48,2230873243664043791
48,-2435385600707820670
48,-4368375379683700015
48,8531382576929350876
48,-7281980597653402001
48,4958380475410094462
48,-1744249726594460671
48,-8026578003915953525
48,8051252595027319613
48,7067671741337905822
48,6608262031661484155
48,5824138538066230907
48,4314330847558404214
48,1825913940464849864
48,111730183993110198
48,7583469606296787048
48,1324248903852335964
48,1825909925923926036
48,7878276697246243701
48,4734908854703146436
48,3042182504919377637
48,-8958699711536447038
48,4594151998704261241
48,-1136092558782932342
48,-944249895964799524
48,6163558215272756488
48,8405154508516611913
48,2025743266071570127
48,-6244248856957146814
48,-6117013926323541290
48,3770495604962304161
48,3199136634661709085
48,-4818451374265587866
48,-2211143055560381821
48,4717862076202821425
48,-6400636571948830273
48,-3291692031385180289
48,8612947893296100678
48,-5441779324371900674
48,5141367757238077707
48,3943423343441166603
48,-4737816465474261447
48,35208013542607053
48,9109282265040181670
49,-1538727358883804969
49,-6493812753573998524
49,-7395810672715189263
49,8568218461873049608
49,-3849299930637091738
49,7811217138378092299
49,-8892305551651107001
49,-1542684686991491144
49,-974720782548517041
49,9014197840757889084
49,-3198023675994979434
49,7739870372606986067
50,-4708342994348816307
50,-7365180235760823797
50,8271434733676673823
50,5832990024680498995
51,5229738559279328430
51,7038638497976010824
51,-9067220067742425041
51,-4322440617948827480
51,-5784865811393635703
51,-1134906941401040987
51,-6904582020549856918
51,-616900971109334878
51,6057091997378047459
51,-1095974833506423704
52,-2061402553743406273
52,-1529692611887946752
52,-8501622082533822522
52,-3695616033542009135
52,1360607386029767034
52,8588443001247350947
53,-284791892775877074
53,-8212305980088954971
53,1377728516512896832
53,3401940642195974845
53,-375740319682592082
53,8658650620039806051
53,6876278619490149707
53,-3367294909201081631
53,7347534502047036101
53,-7637916155659266256
53,1255870512172388520
53,-1123009415282249096
53,-2935919621774640146
53,-5250403263374180562
53,7859146161755662726
54,3588689267439229257
54,-126833934992069395
54,-4488731236886422876
54,316933453637231310
54,3287331611750649699
54,1977890699462233277
54,3101649327448829996
54,491050683669173764
54,6962267894467196264
55,4589424132262175263
55,7250029029551305845
55,-4402376599897475618
55,-3387397795521526762
55,-1105287047110518867
55,2134824196290556073
55,8685348203101497978
55,8120722529888372713
55,-9011611241311309719
55,-363360474965674712
55,7739870372606986067
56,-3309329257473796883
56,-1496834690890747572
56,-9085285308628124442
56,4952580902473513746
56,-1160312138702915184
56,7739870372606986067
57,-4201381352851726211
57,9052132563552544555
57,7739870372606986067
58,5471271589011626799
58,5625877734219582307
58,5352504637354144038
58,2329191245813321870
58,-4166738650818630705
58,-2725300471016804689
58,-7777585829605668099
58,1567645258106854933
58,2811758648547243557
59,7917625536435746223
59,-4702593023671583600
59,-292192472146192954
59,1458344324883966060
59,5766652003130980886
59,-7145268347387566382
59,-652652543096803362
59,8588443001247350947
60,1279941584031778356
60,-7026570327760031165
60,-3428267430939486332
60,348966977611547939
60,170037470055568816
60,6577349652388720779
60,8990078300669724217
60,-8769412315093662730
60,6256317234109423962
60,1665389175974829822
60,-8083288905128729376
61,2400411662347759045
61,-299098841351476506
61,6511994226225520610
61,9178218680822840106
61,-6188789002976096605
61,-3501052375117429022
61,-5190013298331203504
61,4278881327472415775
61,-4210620505830424442
61,-2520793737462849903
61,2717239415008672654
61,6922401332431055304
61,-8611816896968504353
61,5710446063750393866
62,7559823845884636028
62,6697670528923234799
62,-3834492693314185134
62,-4161767988459159562
62,1977890699462233277
62,4946970676512036763
62,2787085843641415343
63,8133296026991372808
63,5424588278270812417
63,1891818495618335808
63,2787085843641415343
64,-2012335950732683742
64,-8362449870933988497
64,2686754861020258917
64,3636437606621786544
64,-2920205309344257873
64,7516892497305343397
64,1471851876209077884
64,-8048837378077466082
64,2988458560567552792
64,219137229672105931
65,-9081437226209535554
65,-6444614669344677139
65,-7901780277795725068
66,5432530908330807241
66,-503095088196377098
66,2882165310778500197
66,3955260799433075407
66,3618093923654132756
66,3944941361857435717
66,-6802927232415315203
66,-4453018910590736375
67,-2475373602433873918
67,6625721941024172874
67,731424592836324728
67,-652652543096803362
67,-8599727514879484570
67,-6809637197192816308
67,1182860975146828114
67,5156394515273553769
67,-3718191779596712048
68,-2094212324691882893
68,4879183224964031154
68,2561535092922742530
68,5769606181854610728
68,-3777558177703994220
68,-8457736827247341494
68,6077855057683389955
69,2945092068904601530
69,8510808877163649187
69,-6169601630338128738
69,3168084335184208986
69,-1837277380201028
69,4014689514706542727
69,4912789161200739756
69,-1320037638011036783
69,4607275156230138109
69,-711693948010287040
69,319578140340980185
70,2492804946580147214
70,2086947594480913941
70,4927850957031557242
70,8761997492747729383
70,-6975882760067179239
70,5405534415592322908
70,-8083288905128729376
71,-7731999401979472755
71,6379401792145586468
71,2249440135422912464
71,-3452657813193908431
71,650370397284938786
71,-463121696677521038
71,8874809192789288509
71,4217261426441253587
71,3198717337423644841
72,-4077623887637927290
72,7270583311675535750
72,1015856135781258867
72,-2371355005824969462
72,2064616786454703993
72,-3358580923478070262
72,1900086416778389074
72,5546729776791914968
72,5856811359487536645
72,2811758648547243557
73,-3878138774422495646
73,12740753972826476
73,-4131855219883999933
74,-2061402553743406273
74,-1748110434025699412
74,-141102564968914743
74,6615181400462286235
74,-8062324964870701019
74,8224654037773251307
74,2811758648547243557
75,3851896748866675532
75,-4423135083832655563
75,-3507904308405316046
75,5631125336946251846
75,-8904929486186346886
75,-447216679726542842
75,6077855057683389955
76,-2314054892129301470
76,1254889967730499013
76,-4789321093977277019
76,8036194177948264066
76,-481638852714320708
76,-601845588299196418
76,-630728768874421650
76,4063234657291576569
76,-9114688845739937641
76,1341198978866646669
76,1727089613866144966
76,-8208775327889989664
76,-3546876910309303769
76,-3946678149412495046
76,-3348738461529808557
76,-8559735720592613292
76,-7211908719972075350
76,-1560583090857141667
77,-6579001559193569124
77,2888276614146116059
77,573552192411292813
77,-5641139718000374206
77,-3500191881222702809
77,-329679991959722970
77,-5007121106601717501
77,-772197688848412109
77,5189804590336889397
77,9016187546313049731
77,-766036625816249338
78,7730996042225505917
78,-5674433051391903735
78,544116211603712088
78,-1095974833506423704
79,-8016878428646473788
79,-8946774454225905091
79,825621726336919047
79,-116878595659230926
79,-624365696055590158
79,7333423522675923793
79,6214754123449878213
79,-2703171364080969767
79,-2746202576752271293
79,5183509820768653409
79,-8035656244592099138
80,6083901178607094469
80,423000880187891002
80,3424717265240880498
80,2532551505314452270
80,632101517532454006
80,3762626556288595835
80,-1294339450340840118
80,-1628976573648564705
80,2129124949689211751
80,-5357037603435185527
80,4932517309273579672
80,-3297302921651553586
80,-5551488106036013641
80,-5141059705599430632
80,-5082566551825744590
80,3194354933339236358
80,-2503962942827930435
80,-9127360001082384464
80,-7680409017177985063
80,-5276091420498408024
80,-6150139573946982065
80,-8377309506063373801
80,672876194237274357
81,-815822395062387791
81,-4738032186204564625
81,5906786702270636787
81,5291842783699038486
81,-4131855219883999933
82,1509486209270611894
82,-2224229531873099726
82,-1996858074813092796
82,3860601248551334159
82,-1226791030465633693
82,-4131855219883999933
83,6041119572823288852
83,-2825387063476125047
83,1220219975157535009
83,-1556602338680023135
83,-6108344070831363788
84,3077053002861401768
84,-5531317714788349127
84,-8253086987448122400
84,8300673961948672831
85,-8997792825655120341
85,-5135636365081569489
85,-7962639998876188095
85,7223908652815281689
85,-1097038216227196069
85,3437119630842466017
85,-8197025037346523817
85,4328726594450910691
85,-3015558814152712833
85,-8974764450313936952
85,-1018083540185358168
85,844719514518956518
85,-5983695848005190271
85,7494721467486020597
85,2196160791548005216
85,-2771283630438729568
85,-7215530159938640339
85,-6697043688134131246
85,2811758648547243557
86,-550085786973444222
86,-2153958452597701694
86,7721622117031426533
86,-5074391948253304149
86,927168613389878283
86,2811758648547243557
87,6128030922820402569
87,5754767695259321939
87,-4061559168634314635
87,1881058242224806689
87,219137229672105931
88,558093021926434862
88,2589614330154588926
88,-38595012774677677
88,-1215342708827075750
88,1141332839542113375
88,-1872312410115147536
88,7817401464331935123
88,-1222439218011101655
88,4940682989356734858
88,5079212063617625752
88,-6029199328131832168
89,-992636625339102457
89,-2589082912465139152
89,-6747928814573702582
89,5148613902979166304
89,2178817373215310814
89,-7901780277795725068
90,7392389629079102740
90,-2189226108403263053
90,-3257669523602617617
90,-2435342300994694531
90,-7901780277795725068
91,-7686710433147010888
91,-124491077017157081
91,4042497096466520297
92,-9155718689385024115
92,-4017951829694062350
92,-2473485295078530599
92,5682155669241217295
92,4678139238400907670
92,-3521880367010467502
92,3402018267014504810
92,-1595502247265414062
92,-5443906824961757367
92,5357712780179940965
92,-2074079590495524993
92,-1799328332075168487
92,-3065267284742127019
92,1861256466739722282
92,-7240713230770824780
92,2106626386475613328
92,4620403325644222462
92,2811758648547243557
93,1279941584031778356
93,-6725493295442245958
93,3351839680185646991
93,55256356494505641
93,-5933657819852716853
93,-1645228184115696688
93,-8169816583343625029
93,-6433506753695764815
93,-4368896481251926816
93,5079618470707707451
93,5734006204710858942
93,5093013575747484930
93,3952364732542449667
93,-7980905730723132345
93,570245998412935179
93,2844617946026495149
93,3453000140886894192
94,-6300652488475852819
94,-6438336564044426348
94,-4127668578259267206
94,7111328587421891145
94,-334177640629482416
94,-2960693162179372642
94,-3764659591954519182
94,-1532463697435143573
94,-3921369744076967266
95,-8672822852984629263
95,-2512413703909873274
95,6617134447525740658
95,7579776689802612771
